Type,Number of Rooms,Number of Bathrooms,Area (sqft),Amenities Distance Avg (km),Parking Spaces,Age (years),Location,Crime Rate,Lower Status Population,Avg People in Building,Rent Price
Flat,3,1,414.389,0.3284,1,22.4,Dwarka,0.54,5.01,11.4568,28381.02276
Flat,2,1,381.174,13.7075,2,12.4,Saket,1.06,0.21,52.6691,26259.3345
PG,1,1,234.628,12.5766,1,13.1,New Delhi,0.89,6.18,5.0555,15651.6469
Flat,3,2,771.307,10.5809,2,9.1,Faridabad,1.5,2.16,33.3688,39727.01613
Flat,2,1,518.197,11.4365,1,1,Greater Noida,1.79,8.36,6.1202,25054.34956
Flat,2,1,283.338,6.5043,0,6,Mayur Vihar,0.98,0.82,35.4298,19488.82089
Flat,1,1,151.846,8.5242,0,14.5,Greater Noida,0.02,5.17,16.0765,10635.26868
Flat,4,2,996.783,4.1121,0,6.2,Dwarka,1.77,3.22,46.8619,45245.27518
Flat,2,1,327.744,7.1606,1,23.1,Faridabad,0.15,4.22,19.2305,22048.95555
Flat,3,1,471.622,14.7751,2,6.6,Noida,0.11,8.26,3.9491,29931.9218
PG,1,1,238.997,4.1228,1,20.2,Saket,1.16,5.65,35.6051,14980.9476
PG,1,1,224.422,8.34,2,6.1,Greater Noida,1.99,5.11,16.9148,16761.94874
Flat,1,1,132.623,5.1679,2,8.5,Dwarka,1,7.2,32.2311,14491.15139
Flat,4,4,897.891,7.4266,2,24.2,Mayur Vihar,0.38,7.58,56.5126,51102.08875
Flat,3,2,837.272,1.936,1,12.1,Greater Noida,0.99,9.44,7.7381,38398.54569
Flat,2,1,483.596,1.7861,0,3.9,New Delhi,0.62,9.2,10.7002,27815.38968
Flat,2,1,330.601,5.1287,0,3.6,Noida,1.23,3.03,16.0983,19565.31452
Flat,2,2,570.046,1.9198,1,4.8,Faridabad,0.25,7.73,5.1839,30529.78928
Flat,3,3,618.887,5.7608,0,20.9,Noida,0.81,4.13,34.9753,33469.84603
Flat,3,3,871.72,1.9999,1,24.9,Noida,0.34,9.98,12.7469,40137.62054
Flat,4,1,829.404,14.5209,2,14,Dwarka,1.51,6.02,39.9614,42623.07833
Flat,3,2,517.393,6.7468,1,14.5,Noida,1.93,8.02,23.3382,29897.53653
Flat,2,1,383.356,14.2319,2,17.4,Saket,1.51,9.52,38.7168,21427.25665
Flat,2,2,321.614,1.6649,0,6.2,Dwarka,1.49,6.65,11.7139,21324.32116
Flat,3,2,814.68,9.7896,0,22.9,Vasant Kunj,1.61,1.73,4.187,35800.65432
Flat,2,1,300.557,0.9072,1,2.5,Mayur Vihar,0.94,0.05,39.0711,24535.52878
Flat,1,1,240.92,3.3245,1,12.7,Mayur Vihar,1.43,3.07,33.1673,15519.2986
Flat,1,1,278.896,7.4223,0,21.2,Greater Noida,1.02,0.49,3.147,14100.95994
Flat,1,1,202.442,3.3436,0,25,Noida,0.88,9.09,17.3313,11326.6043
Flat,3,1,779.524,9.0333,1,12.5,Noida,1.84,5.91,28.2789,33782.0685
Flat,2,1,453.868,2.259,2,7.7,Gurgaon,1.37,9.15,41.9425,28677.06487
Flat,2,2,529.075,0.9016,1,23.7,Gurgaon,1.8,7.94,56.3301,27974.53744
Flat,1,1,172.452,10.3469,1,3.5,Mayur Vihar,1.31,8.11,7.8189,13198.32242
Flat,2,2,315.537,12.07,1,0.7,Dwarka,1.02,9.21,39.0184,24117.61005
Flat,1,1,192.358,4.9994,1,5.3,Noida,0.43,7.13,15.5105,14923.29278
Flat,2,2,418.885,14.2267,1,7,Faridabad,0.48,3.85,51.1614,26906.20516
PG,1,1,114.885,12.8511,1,12.7,Mayur Vihar,1.36,0.48,1.273,11160.13706
Flat,2,2,446.687,12.1918,1,10.9,New Delhi,0.23,1.05,50.5164,31691.74246
Flat,4,2,859.046,4.1546,2,8.9,Dwarka,1.55,3.69,2.8784,45409.62334
Flat,2,2,563.665,14.5096,2,21.8,Faridabad,0.05,0.08,50.8393,30701.25443
Flat,3,3,635.347,4.3448,0,21,Greater Noida,1.11,3.22,23.711,34720.93231
Flat,4,1,969.69,6.1384,1,6.6,Dwarka,0.18,9.7,45.7634,45164.60431
Flat,4,2,829.563,13.3779,0,7.4,New Delhi,1.17,5.82,27.4952,47771.71559
Flat,2,2,525.979,3.7284,1,5,Vasant Kunj,0.16,2.48,51.8075,30324.43621
Flat,3,2,516.302,13.4178,1,13.6,Greater Noida,1.49,4.56,38.1992,31293.04315
Flat,1,1,163.439,0.3425,0,7.4,Gurgaon,0.3,2.66,2.8607,13329.09842
Flat,3,2,677.726,10.0284,0,14.8,Greater Noida,0.33,9.14,49.0192,34296.72308
Flat,1,1,166.42,6.3383,0,6.9,Greater Noida,0.1,3.1,59.8974,14778.3542
Flat,4,1,528.235,8.6838,0,11.6,Vasant Kunj,0.96,6.05,54.3315,34048.64482
Flat,3,1,395.789,12.9849,2,7.4,Saket,1.86,9.83,43.7077,27937.47878
PG,1,1,143.573,10.812,2,12.3,New Delhi,1.72,7.51,8.9694,13943.4501
PG,1,1,160.14,13.6146,0,14.6,Noida,0.77,4.08,50.5026,11912.36413
Flat,1,1,177.945,0.5426,2,4.2,Saket,1,6.78,19.1022,16637.61729
Flat,3,1,579.171,7.4385,0,14.4,Faridabad,2,2.01,36.7348,28273.86663
PG,1,1,159.699,11.8747,2,15.5,Dwarka,0.18,2.51,42.1371,16768.20698
Flat,4,2,1051.018,0.3221,1,21.5,Noida,0.92,9.37,40.8175,47880.67977
Flat,2,2,454.591,11.8859,0,15.9,Mayur Vihar,1.87,9.33,42.7661,21897.46328
Flat,4,3,727.792,1.5927,2,1.5,Dwarka,1.72,3.3,31.9933,46083.03127
Flat,3,3,389.892,7.811,0,20.3,Dwarka,2,1.44,7.7284,27461.89156
Flat,4,2,621.426,9.6432,0,12.3,Greater Noida,0.72,5.03,14.0318,36295.82031
Flat,1,1,282.358,14.6075,0,16.9,Mayur Vihar,1.81,4.7,17.3625,11662.73713
Flat,2,2,458.172,14.0209,1,24.2,Noida,1.49,4.28,6.1265,24231.38366
Flat,2,1,324.26,9.9143,2,16.7,Dwarka,1.46,0.43,45.8422,23074.61963
PG,1,1,213.141,5.8625,1,2.6,Greater Noida,0.97,8.31,13.5725,15107.15665
Flat,2,2,307.937,6.778,0,23.7,Gurgaon,1.98,9.53,45.6904,18775.98315
Flat,1,1,290.625,4.9119,2,6.3,Noida,0.45,7.07,51.4193,20576.52296
Flat,1,1,297.2,12.3982,2,2,Dwarka,1.01,1.4,54.9857,20853.15803
PG,1,1,215.844,10.444,1,3.6,Gurgaon,0.31,4.53,24.1196,15960.70221
Flat,1,1,221.815,9.7078,2,6.3,Dwarka,1.38,6.5,48.9048,17649.4621
Flat,1,1,234.338,8.7456,2,18.2,Gurgaon,1.03,5.59,17.5134,16187.51528
Flat,2,1,285.043,6.4009,2,23.6,Gurgaon,1.69,1.28,34.0362,23361.22205
Flat,4,2,1178.893,6.5525,1,11.4,Greater Noida,1.94,2.25,17.2653,51120.26429
Flat,2,2,419.032,1.7004,2,2.9,Saket,1.51,1.26,14.2437,27986.73725
Flat,4,1,659.195,12.8528,0,17.1,Gurgaon,1.64,0.91,41.8739,37886.90397
PG,1,1,243.768,11.3658,1,18.6,Gurgaon,0.86,0.67,52.1362,15791.82164
Flat,2,2,538.23,7.1678,1,19,Faridabad,1.65,4.47,30.3635,27024.93774
Flat,2,1,301.228,13.2332,0,13.2,Gurgaon,0.45,8.88,29.6933,18596.01188
Flat,2,1,480.253,7.7789,2,14.8,New Delhi,1.24,2.97,4.9193,29119.44882
PG,1,1,182.807,11.9908,1,14,Vasant Kunj,0.44,0.25,2.0537,13591.466
PG,1,1,193.265,8.3134,0,2.7,New Delhi,1.5,2.4,3.8052,13214.89262
PG,1,1,181.578,7.6438,2,7.2,Saket,1.23,9.85,24.1411,14794.43114
Flat,2,2,583.131,1.1725,0,13,Dwarka,1.71,6.97,31.0754,27238.16617
PG,1,1,183.05,14.6423,0,9.4,Noida,1.95,3.15,48.9024,10340.83729
Flat,4,4,662.835,6.1375,0,17.1,Gurgaon,0.66,4.89,30.7272,43481.47547
PG,1,1,140.611,7.0409,2,6.5,New Delhi,0.85,8.4,26.8941,15283.54775
Flat,4,3,578.969,8.2786,2,5.3,Mayur Vihar,1.96,4.61,13.9511,41242.39272
Flat,4,3,1088.93,8.913,2,14.7,Gurgaon,1.76,4.05,28.1258,55019.51686
Flat,4,1,810.225,2.0955,0,23.5,Mayur Vihar,1.58,6.81,26.5139,38143.3509
PG,1,1,202.173,14.9803,1,8,New Delhi,1.57,2.49,13.3846,14724.58095
Flat,3,1,487.057,10.1762,2,4.3,Dwarka,0.18,0.39,17.2821,33889.73484
Flat,2,2,498.583,4.6916,1,10,Dwarka,1.82,9.69,6.371,25473.12795
Flat,3,2,723.362,0.4088,0,6.7,Gurgaon,1.15,3.68,38.4708,37594.06485
Flat,4,3,1158.631,12.0206,2,13.4,Vasant Kunj,1.57,6.04,46.6271,53662.50038
PG,1,1,196.466,3.7998,1,22.7,Faridabad,0.18,9.31,32.7741,14359.15689
Flat,3,1,686.345,10.8095,2,10.7,Dwarka,0.94,1.72,57.235,37887.85833
Flat,3,3,434.073,8.9934,0,12.7,Greater Noida,0.94,9.3,5.1467,29211.21697
PG,1,1,109.798,5.0642,1,21,Saket,1.39,9.46,44.5148,11507.15398
Flat,4,2,529.093,1.8807,2,0,New Delhi,0.13,8.8,57.9633,44912.96065
Flat,4,3,892.852,13.0529,2,21.1,Noida,1.7,4.14,46.1893,47235.05436
PG,1,1,148.285,7.5016,1,11.7,Greater Noida,1.57,1.27,24.4965,12646.32015
PG,1,1,215.817,5.5347,0,14.5,Greater Noida,1.49,5.15,7.6902,11052.20513
Flat,1,1,192.95,3.135,0,22.6,Dwarka,1.09,8.86,24.4947,9891.568149
Flat,2,1,261.19,5.2032,2,22.3,Noida,0.87,8.07,57.5522,21764.19754
Flat,2,1,406.566,8.4963,0,4.2,Saket,0.98,1.51,1.5176,22000.90277
PG,1,1,149.584,5.5622,0,9.1,Saket,1.49,1.75,25.2358,11864.36473
Flat,4,2,543.818,1.0682,0,22.9,Saket,1.38,2.45,48.9355,36022.75031
Flat,4,3,652.64,9.9024,1,21,Dwarka,0.67,5.02,9.9015,39638.75426
Flat,2,1,535.238,13.8992,0,12.8,Dwarka,0.28,0.95,6.1384,24984.47774
Flat,4,4,821.356,12.7088,1,19.8,Saket,1.11,8.88,18.783,45688.55305
Flat,2,1,258.97,4.5144,2,12.5,Faridabad,1.01,3.21,38.4645,22976.13065
Flat,4,4,786.406,3.1211,0,12.9,Vasant Kunj,0.26,1.7,42.6575,47271.72194
Flat,4,4,1110.399,8.3493,0,22.9,Mayur Vihar,1.17,2.07,34.495,50186.35966
PG,1,1,132.509,9.5472,0,4.2,Gurgaon,0.6,2.36,12.9175,13023.65447
Flat,2,1,428.414,8.524,1,17.4,Faridabad,1.05,8.04,25.7794,22184.50309
PG,1,1,223.95,1.1072,0,7.8,New Delhi,0.39,3.8,54.677,16506.10227
Flat,2,2,263.089,9.9747,2,14.2,Vasant Kunj,0.29,9.69,53.6279,24273.83564
Flat,1,1,201.332,13.5521,1,18.9,Faridabad,1.75,9.63,54.3334,12089.29751
PG,1,1,222.668,6.9101,2,9.2,Noida,1.21,6.55,54.8719,17987.39198
Flat,4,2,729.206,2.3785,0,24.9,Greater Noida,1.97,1.32,26.2554,38637.52191
Flat,4,2,952.55,2.8183,1,7.8,Faridabad,1.96,0.94,13.8847,47096.08961
Flat,2,2,539.888,1.5272,1,21.3,New Delhi,1.84,6.77,56.5631,31918.32449
PG,1,1,214.08,3.8588,2,11.7,Saket,1.55,9.23,56.1373,16009.51184
PG,1,1,120.209,2.3842,2,16.7,New Delhi,0.99,7.74,27.2745,14220.45547
Flat,1,1,294.617,2.6779,1,14.5,Vasant Kunj,0.93,6.57,38.0619,16438.47017
Flat,4,1,968.763,5.3773,1,11.6,New Delhi,1.41,5.02,45.9457,51717.23379
PG,1,1,183.019,12.7673,1,18.6,Dwarka,1.47,2.47,5.5404,12332.65599
Flat,3,3,424.973,12.9983,1,18.9,Mayur Vihar,0.68,2.96,10.18,30773.79828
Flat,1,1,211.6,9.7214,0,5.2,Faridabad,1.16,2.35,21.9692,14068.78935
Flat,2,1,492.32,8.094,0,20.6,Mayur Vihar,1.16,7.42,5.7147,21463.10993
Flat,2,2,367.591,9.3043,2,21.5,Mayur Vihar,1.22,2.61,17.8364,24419.59799
Flat,4,1,926.723,10.8646,1,23.5,Greater Noida,0.55,7.73,31.361,42463.80528
Flat,3,2,612.085,5.2772,0,18.6,Faridabad,1.81,7.65,23.6633,30414.51482
Flat,2,2,391.37,7.841,1,24.7,Dwarka,0.28,2.56,57.3372,24715.86134
PG,1,1,133.344,0.975,0,18.5,Mayur Vihar,1.4,2.39,56.2448,11043.73159
Flat,4,4,671.207,6.1725,2,15.7,Greater Noida,1.65,8.68,41.6197,45482.79247
Flat,1,1,197.02,4.3108,2,6.5,Vasant Kunj,0.62,1.95,51.5134,18421.57605
Flat,3,3,414.708,0.1572,0,20.7,Mayur Vihar,0.84,3.6,50.2026,29771.80294
Flat,4,1,581.821,0.4377,2,24.2,Faridabad,0.93,1.02,45.0983,39072.64106
Flat,1,1,182.598,14.8783,0,17.2,Dwarka,0.34,6.17,52.8001,10603.60944
PG,1,1,134.22,11.253,1,0.5,Vasant Kunj,1.15,3.21,9.7755,12742.39463
PG,1,1,125.364,1.5035,0,1.2,New Delhi,1.47,1.12,5.358,12623.43394
PG,1,1,220.547,6.8729,1,21.5,Saket,1.68,4.71,16.9808,12741.15607
Flat,3,1,406.876,1.4586,2,6.7,Noida,1.77,5.77,6.4359,29759.49612
Flat,1,1,237.234,14.3529,0,5.6,Mayur Vihar,1.01,5.33,31.2837,12999.46498
Flat,2,1,465.303,9.8856,2,15.6,Dwarka,1.36,4.48,42.2772,26579.45158
Flat,2,2,265.315,4.7471,1,6.9,Gurgaon,1.53,2.81,14.9408,23806.80127
PG,1,1,104.997,10.4886,2,24.5,Greater Noida,1.64,5.77,21.5885,12301.34095
Flat,3,2,753.223,7.4442,1,7.5,Gurgaon,0.71,4.97,8.0341,39899.53527
Flat,4,3,1013.735,12.8688,0,24.9,Mayur Vihar,0.09,0.78,20.326,47626.23799
Flat,2,2,267.016,10.1585,1,15.4,Saket,1.54,4.2,46.3127,22571.95913
Flat,3,2,501.953,14.8643,1,22.5,Mayur Vihar,0.72,9.66,43.6808,29713.59472
Flat,3,3,871.379,13.9057,0,4.3,Dwarka,0.49,1.53,52.331,41436.81006
Flat,4,2,686.742,3.3027,2,4.1,Saket,0.44,6.68,47.257,45127.27741
Flat,1,1,176.598,8.5187,0,16.3,Noida,0.11,9.02,28.2506,10619.20179
PG,1,1,200.588,9.5012,2,11.4,Saket,0.12,3.82,55.9596,18333.60295
Flat,4,2,698.677,0.5059,2,7.9,Vasant Kunj,0.39,4.87,47.2526,44492.80601
PG,1,1,204.008,9.8306,0,11.2,Mayur Vihar,0.15,2.82,11.7377,12158.87801
PG,1,1,148.656,8.4721,1,19.1,Greater Noida,1.46,9.86,35.1659,11313.65382
PG,1,1,201.354,8.9037,2,1.8,New Delhi,1.15,5.22,12.3908,17895.98643
Flat,4,3,1133.695,8.9183,0,19.7,New Delhi,1.43,1.93,33.9952,58616.45682
Flat,2,1,264.262,8.9211,0,21.7,New Delhi,1.15,5.21,36.9161,18670.24555
PG,1,1,147.642,7.0272,0,24.9,Mayur Vihar,0.52,3.41,34.5691,10867.63177
Flat,4,4,697.359,12.2134,2,14.9,Greater Noida,1.98,9.91,5.4568,42825.08972
PG,1,1,130.948,10.0494,0,11.1,Faridabad,0.44,4.24,45.2114,12581.91827
Flat,3,1,377.684,9.1705,1,24.1,Dwarka,1.83,4.84,53.1527,24910.24388
Flat,3,1,794.369,2.0988,1,4.9,Dwarka,1.59,1.26,22.408,37811.24402
Flat,3,3,679.175,5.9436,0,8.7,Saket,1.25,7.71,32.5995,35862.55645
Flat,2,2,417.291,13.6829,1,6.8,Greater Noida,0.58,6.41,59.3584,25414.51645
Flat,1,1,268.528,8.3096,0,17.4,Mayur Vihar,1.68,7.55,23.6669,11759.3362
PG,1,1,162.669,1.3414,1,12.9,Noida,0.27,9.55,5.6041,13159.01539
Flat,1,1,142.208,10.1999,0,11.4,Faridabad,1.11,7.95,53.8449,11069.57774
PG,1,1,196.833,8.8886,1,6.6,Dwarka,0.16,5.11,26.6982,15524.44215
Flat,2,1,408.83,10.2289,0,2.7,Saket,0.17,2.42,26.3788,23037.34115
Flat,3,2,811.219,1.7615,1,0.7,New Delhi,1.11,3.55,57.9942,47318.26786
Flat,2,1,495.419,0.3706,1,11.8,Dwarka,1.44,9.93,7.3165,24097.33384
Flat,3,2,883.897,12.4621,1,19.9,Faridabad,0.23,0.91,20.7988,39499.13106
Flat,3,2,485.157,5.6317,1,15.1,Dwarka,1.21,6.74,21.9454,30212.39928
PG,1,1,177.536,7.7216,0,17.4,Gurgaon,0.51,6.87,56.3781,12788.5022
PG,1,1,155.952,1.2272,1,7.5,New Delhi,1.53,1.04,3.4166,15945.72687
PG,1,1,206.171,9.3873,1,24.5,Mayur Vihar,1.36,4.65,4.9677,12459.33777
Flat,4,4,683.957,4.1902,0,8.8,Vasant Kunj,0.2,5.57,43.0229,44584.52102
Flat,3,1,732.809,5.9888,2,7,New Delhi,1.15,5.73,30.4677,43547.33456
Flat,1,1,144.175,12.9809,0,21.7,Mayur Vihar,1.93,2.7,53.9507,8709.607704
Flat,4,1,558.647,11.94,1,8,Mayur Vihar,0.09,9.21,2.1086,35803.80617
Flat,2,2,472.377,2.5465,0,12.1,Greater Noida,1.61,4.97,38.7139,23906.08832
Flat,2,2,270.801,11.9485,1,4.2,Faridabad,0.5,9.16,24.1318,22922.58086
Flat,3,2,669.1,3.1722,0,19.4,Vasant Kunj,0.75,0.17,52.1806,35891.41986
Flat,1,1,248.448,7.3561,1,5.6,Mayur Vihar,0.71,7.53,20.1956,15471.83783
Flat,3,2,558.014,3.3315,2,17.8,New Delhi,0.39,9.76,12.9207,39598.06153
PG,1,1,151.323,7.1526,1,4.4,Mayur Vihar,1.19,8.14,7.9259,12787.14442
Flat,4,2,547.709,11.13,2,21,Dwarka,1.44,0.3,37.0344,39430.72967
Flat,1,1,234.006,10.5545,0,15.1,Noida,1.19,4.01,34.8764,12115.53005
Flat,4,1,1055.76,0.1748,2,20.2,Saket,1.64,4.41,20.7332,48182.82125
PG,1,1,244.366,13.9871,0,17.9,Noida,1.46,8.82,7.0831,10911.02184
PG,1,1,248.167,0.2763,1,1.5,Gurgaon,1.96,5.57,33.3151,16771.04195
Flat,1,1,247.254,11.5796,2,15.2,Gurgaon,0.32,7.7,6.2813,16792.93775
Flat,3,2,790.491,6.3076,0,10.4,Vasant Kunj,0.31,4.36,31.1562,37388.1423
PG,1,1,130.266,1.0066,1,3.1,Faridabad,1.05,4.95,31.305,13616.11625
PG,1,1,108.509,7.1738,1,10.3,Vasant Kunj,1.73,0.13,4.7207,12216.01812
Flat,3,2,603.358,5.3758,0,8.1,New Delhi,1.4,0.61,34.3148,38812.68457
Flat,3,3,682.638,4.4361,1,12.7,Mayur Vihar,0.05,6.61,10.2752,38943.47224
PG,1,1,249.13,11.4914,1,4.6,Greater Noida,0.02,0.31,43.1885,18130.83266
Flat,3,3,433.28,10.6022,0,15.4,Gurgaon,0.01,5.5,28.7378,32467.18868
Flat,2,2,577.107,1.1457,2,9.6,Dwarka,0.13,6.44,49.421,33487.74517
Flat,3,3,575.745,10.2058,2,10.5,Noida,0.46,0.54,23.0043,39483.80323
Flat,3,3,514.115,0.2998,2,15.6,New Delhi,0.18,4.15,31.9719,41936.33348
Flat,3,1,455.606,8.5532,0,21.2,Faridabad,1.68,1.38,10.6703,26326.4039
Flat,4,4,1030.992,9.6754,2,20,Saket,1.16,3.4,35.007,53968.16154
Flat,1,1,234.774,9.2001,1,11,Gurgaon,1.05,8.59,22.5868,13961.45604
PG,1,1,192.953,8.8455,2,8.4,Dwarka,0.95,8.77,23.4497,15427.07255
Flat,2,2,425.166,4.2352,2,14.5,Noida,1.58,8.08,29.0109,27317.35147
Flat,2,2,411.157,2.418,0,15,Noida,0.79,4.34,47.2399,23848.253
Flat,1,1,168.933,2.3856,1,13.8,Gurgaon,0.71,1.77,53.6503,16168.86681
PG,1,1,208.457,13.4481,1,16.1,Saket,1.93,4.53,11.2349,11444.44889
Flat,4,2,823.435,2.1733,2,22,Vasant Kunj,0.69,6.62,9.4924,44296.78842
Flat,1,1,270.898,10.4882,2,0.5,New Delhi,0.54,3.38,24.1109,20765.89969
PG,1,1,206.134,0.8149,1,13.3,Greater Noida,0.7,5.58,3.8032,14449.86067
Flat,1,1,259.659,14.6092,2,10.8,Vasant Kunj,1.29,2.62,11.181,15928.37259
Flat,1,1,290.211,5.4829,0,11.7,Mayur Vihar,0.99,7.47,58.3816,13814.56478
PG,1,1,243.513,2.8358,2,7.1,New Delhi,1.76,6.97,23.8579,19037.97315
PG,1,1,100.183,2.0865,1,0.1,Vasant Kunj,1.85,5.41,3.1819,12006.77436
PG,1,1,106.037,12.878,2,1.5,Gurgaon,1.38,0.26,53.7454,16043.91859
Flat,2,1,447.97,3.4782,2,24.8,Mayur Vihar,1.19,1.41,37.4438,25024.15354
Flat,2,1,267.276,5.0456,1,16.5,Dwarka,1.5,0.47,30.0902,21358.68325
Flat,1,1,204.122,7.4558,0,18.4,Greater Noida,1.02,6.57,39.1711,10698.24056
Flat,1,1,185.655,9.6343,2,4.1,Saket,1.6,0.56,41.6088,16068.82931
PG,1,1,145.644,3.977,1,10,Saket,1.86,7.14,47.1691,12989.09744
Flat,3,1,577.765,14.9388,2,13.5,Greater Noida,1.53,6.04,37.7686,32984.13367
Flat,3,1,658.008,10.978,1,6.6,Mayur Vihar,1.58,5.71,28.8612,32785.81407
Flat,2,1,331.185,13.6376,1,8.5,Vasant Kunj,1.69,9.97,33.1629,18863.86722
PG,1,1,240.427,12.4817,2,2.9,Greater Noida,0.3,7.16,53.3385,18135.03377
Flat,2,2,588.691,13.768,1,6.1,New Delhi,0.09,3.36,21.8881,35646.43743
Flat,3,1,487.037,12.7045,2,17.1,Saket,0.43,7.89,32.6309,30737.72024
Flat,1,1,195.341,0.5286,1,11.6,New Delhi,1.23,5.01,15.6185,16386.89355
PG,1,1,116.827,11.6997,0,14.7,Greater Noida,0.04,5.96,29.2333,9831.225287
Flat,3,3,530.087,3.8718,2,11.1,Faridabad,0.48,1.01,30.1376,37734.94908
Flat,4,1,661.461,2.1999,2,13.3,Faridabad,1.72,4.96,8.4662,39822.72946
Flat,2,1,450.211,5.9545,0,18.2,Greater Noida,0.09,8.79,53.56,21887.05094
Flat,1,1,230.194,13.6077,0,11.7,Vasant Kunj,1.74,2.35,3.3272,11371.25297
Flat,3,2,373.172,12.6707,0,19.4,Noida,0.51,5.06,33.9163,26203.12162
PG,1,1,186.289,1.9732,0,7,New Delhi,1.21,9.64,32.5568,13929.78667
PG,1,1,234.128,3.2389,0,19.4,Noida,1.24,5.59,41.3112,12858.85549
Flat,4,3,1000.491,3.7005,2,10.6,Faridabad,0.38,6.83,4.2146,50754.10671
Flat,3,1,610.788,6.8338,2,5.8,New Delhi,0.18,5.31,29.6344,39857.07287
Flat,2,2,588.104,12.4727,0,1.1,Greater Noida,1.5,5.18,12.2024,26249.1423
Flat,3,1,899.782,4.1861,1,9.7,New Delhi,1.85,4.34,53.8404,45852.2883
Flat,4,4,890.329,6.4356,0,17.4,Gurgaon,1.63,0.22,15.3836,48831.92632
Flat,3,2,419.421,9.2362,1,7.3,Faridabad,0.97,6.57,19.8056,28915.84809
PG,1,1,227.397,2.9221,1,14.2,Saket,1.82,7.51,31.0955,13928.73171
PG,1,1,234.976,5.3381,2,5.2,Greater Noida,0.16,6.32,48.2119,19218.85071
PG,1,1,237.242,9.2464,0,1,Vasant Kunj,1.4,2.32,34.0381,14123.36287
Flat,4,3,1108.167,10.2925,0,23.2,Noida,0.08,4.58,6.8046,48984.56898
Flat,1,1,162.385,11.2532,0,22.4,New Delhi,1.02,9.33,42.2099,11155.63979
Flat,4,4,1162.598,4.9731,0,16.2,Faridabad,0.95,1.71,18.8765,54043.15969
Flat,2,2,317.338,8.0744,1,23.3,Vasant Kunj,0.41,0.7,46.2954,23321.16391
Flat,3,1,568.076,2.4326,0,5.5,Dwarka,0.55,8.37,42.5469,29930.19466
PG,1,1,128.823,3.1486,0,22.1,Saket,0.51,9.99,5.9021,9483.804085
Flat,4,3,1124.066,14.0919,1,9,Gurgaon,1.3,1.48,51.6707,55297.68463
Flat,4,3,867.363,13.0468,2,1.8,Dwarka,0.1,9.49,54.8933,49414.71439
Flat,2,1,534.052,4.4912,2,7.4,Gurgaon,1.25,4.06,49.8754,29866.14263
Flat,2,1,535.741,7.7345,0,2,New Delhi,1.51,9.55,35.4469,27894.68198
Flat,4,1,489.382,0.488,0,7.9,Faridabad,1.02,0.14,42.1529,33749.84399
Flat,2,2,480.347,11.0509,2,2.9,Gurgaon,0.48,4.76,14.0928,31473.46595
PG,1,1,181.531,8.8755,1,10.4,New Delhi,1.39,2.8,25.2938,15597.41963
Flat,4,3,1003.457,7.1036,2,4.3,Faridabad,1.95,6.14,7.5436,51350.67371
Flat,4,2,788.066,13.096,2,4.5,Dwarka,1.5,8.71,8.7654,43075.51741
Flat,1,1,251.841,14.0619,0,4.6,Mayur Vihar,0.79,4.12,7.9345,12807.15687
Flat,2,2,454.621,0.7849,0,18.4,Greater Noida,0.4,9.09,11.8267,24390.55723
PG,1,1,235.885,13.2514,0,2.9,Faridabad,0.32,2.77,27.9853,13901.04465
PG,1,1,247.305,3.325,2,14.2,Faridabad,0.58,6.86,59.6323,18025.32319
PG,1,1,208.401,8.4802,2,18.8,Faridabad,0.79,2.53,58.3389,17477.03576
Flat,2,2,545.988,5.7587,2,16.3,New Delhi,0.48,2.29,25.6872,34539.0268
PG,1,1,115.458,2.5829,0,3.7,Dwarka,1.12,6.85,17.1065,10236.04376
PG,1,1,207.832,11.1864,2,11.2,Dwarka,1.92,9.96,41.9881,15171.85577
PG,1,1,138.419,7.9213,1,3.5,Vasant Kunj,0.74,5.57,23.0409,13472.7445
PG,1,1,206.471,8.9643,1,4.2,Saket,0.22,0.16,26.1378,17391.78429
PG,1,1,182.623,5.3081,1,8.3,Saket,1.24,7.55,2.3235,13095.42296
PG,1,1,214.667,3.7294,0,8.5,Gurgaon,0.15,9.34,38.3137,14965.35874
Flat,2,2,327.756,1.8046,2,12.9,Faridabad,0.78,6.62,8.3139,24916.27053
Flat,3,1,718.573,3.8209,0,20.8,Noida,0.53,6.13,17.9351,31126.30169
Flat,1,1,159.687,3.8332,0,10.9,Faridabad,1.53,0.28,41.8337,11554.49208
PG,1,1,174.719,13.4447,0,16.8,Saket,1.7,4.23,5.5259,8887.082375
Flat,4,1,968.335,0.2392,0,21,Faridabad,1.17,0.28,23.8101,42775.49385
PG,1,1,160.275,2.4798,0,8.5,Noida,1.51,0.91,33.3052,12063.14221
PG,1,1,120.102,7.406,0,10,Gurgaon,0.6,8.86,26.7892,9919.921365
Flat,1,1,296.712,10.1945,1,15.4,Greater Noida,0.66,3.89,53.8955,17415.59566
Flat,2,2,270.943,6.2895,1,0.3,Mayur Vihar,1.2,8.99,53.8372,22891.1388
Flat,1,1,142.629,12.4774,2,6.3,Greater Noida,1.97,4.77,24.1008,14891.89919
Flat,3,3,617.355,12.5599,2,6.3,Noida,0.16,9.4,34.1863,39009.33479
Flat,2,1,281.443,10.2518,0,16.8,Vasant Kunj,0.17,6.49,45.3749,17995.36563
Flat,1,1,210.064,1.9061,2,6.1,Saket,1.58,9.95,26.4569,15257.21614
